_time,_raw
"
2021-09-17T12:36:05.705+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""version\"":\""7.4.0\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":32516,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""192.168.100.223 - [17/Sep/2021:12:31:52 +0800] 'GET work.pscsoft.com/api/common/es/status'0.012 200 75 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T12:36:05.672+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""version\"":\""7.4.0\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":7013,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""192.168.100.223 - [17/Sep/2021:12:08:15 +0800] 'GET work.pscsoft.com/api/desktop/user/image/'0.141 200 106 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T12:36:05.342+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""version\"":\""7.4.0\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":26083,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""192.168.100.223 - [17/Sep/2021:12:08:38 +0800] 'POST work.pscsoft.com/api/icon/userlist'0.028 200 554 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '{}'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T12:36:05.274+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""version\"":\""7.4.0\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":32249,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""192.168.100.223 - [17/Sep/2021:12:31:52 +0800] 'GET work.pscsoft.com/api/alerthistory/count?status=0'0.011 200 74 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T12:36:04.590+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""version\"":\""7.4.0\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":23122,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""192.168.100.223 - [17/Sep/2021:12:08:33 +0800] 'GET work.pscsoft.com/api/usergroup/getchildren?name=page'0.044 200 210 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T12:36:03.524+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""version\"":\""7.4.0\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":23910,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""192.168.100.223 - [17/Sep/2021:12:08:35 +0800] 'GET work.pscsoft.com/api/alerthistory/count?status=0'0.037 200 74 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T12:36:02.705+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""version\"":\""7.4.0\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":30188,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""192.168.100.223 - [17/Sep/2021:12:31:52 +0800] 'GET work.pscsoft.com/api/software'0.073 200 273 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T12:36:02.587+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""version\"":\""7.4.0\"",\""type\"":\""filebeat\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":25220,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""192.168.100.223 - [17/Sep/2021:12:08:37 +0800] 'POST work.pscsoft.com/api/servicetree/common'0.040 200 615 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '{\\\\x22countType\\\\x22:1,\\\\x22expandType\\\\x22:2,\\\\x22serviceType\\\\x22:\\\\x22net_service\\\\x22}'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T12:36:01.912+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""version\"":\""7.4.0\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":27871,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""192.168.100.223 - [17/Sep/2021:12:31:51 +0800] 'GET work.pscsoft.com/api/common/ssourl'0.004 200 104 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T12:36:01.780+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""version\"":\""7.4.0\"",\""type\"":\""filebeat\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":25561,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""192.168.100.223 - [17/Sep/2021:12:08:38 +0800] 'GET work.pscsoft.com/api/alerthistory/count?status=0'0.024 200 74 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T12:36:01.516+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""version\"":\""7.4.0\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":18786,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""192.168.100.223 - [17/Sep/2021:12:08:29 +0800] 'POST work.pscsoft.com/api/icon/userlist'0.010 200 554 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '{}'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T12:35:59.293+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""version\"":\""7.4.0\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""hostname\"":\""bigops\"",\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":18531,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""192.168.100.223 - [17/Sep/2021:12:08:29 +0800] 'POST work.pscsoft.com/api/icon/syslist'0.010 200 590 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '{}'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T12:35:59.240+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""version\"":\""7.4.0\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":23394,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""192.168.100.223 - [17/Sep/2021:12:08:34 +0800] 'GET work.pscsoft.com/api/pageright/list?id=1'0.489 200 4308 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T12:35:58.940+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""version\"":\""7.4.0\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":21313,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""192.168.100.223 - [17/Sep/2021:12:08:32 +0800] 'POST work.pscsoft.com/api/icon/userlist'0.015 200 554 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '{}'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T12:35:58.907+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""version\"":\""7.4.0\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""hostname\"":\""bigops\"",\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":21057,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""192.168.100.223 - [17/Sep/2021:12:08:32 +0800] 'GET work.pscsoft.com/api/common/es/status'0.013 200 75 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T12:35:58.752+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""version\"":\""7.4.0\"",\""type\"":\""filebeat\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":10980,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""192.168.100.223 - [17/Sep/2021:12:08:21 +0800] 'GET work.pscsoft.com/api/systemcat/'0.302 200 1709 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T12:35:56.841+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""version\"":\""7.4.0\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":14166,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""192.168.100.223 - [17/Sep/2021:12:08:26 +0800] 'POST work.pscsoft.com/api/common/stats'1.279 200 354 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '{\\\\x22startTime\\\\x22:\\\\x222021-08-17\\\\x22,\\\\x22endTime\\\\x22:\\\\x222021-09-17\\\\x22,\\\\x22types\\\\x22:[\\\\x22\\\\xE4\\\\xB8\\\\x9A\\\\xE5\\\\x8A\\\\xA1\\\\xE4\\\\xB8\\\\xBB\\\\xE6\\\\x9C\\\\xBA\\\\x22,\\\\x22\\\\xE7\\\\xBD\\\\x91\\\\xE7\\\\xBB\\\\x9C\\\\xE4\\\\xB8\\\\xBB\\\\xE6\\\\x9C\\\\xBA\\\\x22]}'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T12:35:56.447+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""version\"":\""7.4.0\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":8911,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""192.168.100.223 - [17/Sep/2021:12:08:19 +0800] 'GET work.pscsoft.com/api/common/es/status'0.014 200 75 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T12:35:56.120+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""version\"":\""7.4.0\"",\""type\"":\""filebeat\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":6753,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""192.168.100.223 - [17/Sep/2021:12:08:15 +0800] 'GET work.pscsoft.com/api/common/browser/title'0.031 200 95 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T12:35:56.019+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""version\"":\""7.4.0\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":16454,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""192.168.100.223 - [17/Sep/2021:12:08:26 +0800] 'POST work.pscsoft.com/api/icon/userlist'0.020 200 554 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '{}'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T12:35:55.931+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""version\"":\""7.4.0\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":16710,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""192.168.100.223 - [17/Sep/2021:12:08:26 +0800] 'GET work.pscsoft.com/api/alerthistory/count?status=0'0.038 200 74 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T12:35:55.850+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""version\"":\""7.4.0\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":19042,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""192.168.100.223 - [17/Sep/2021:12:08:29 +0800] 'GET work.pscsoft.com/api/alerthistory/count?status=0'0.022 200 74 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T12:35:54.298+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""version\"":\""7.4.0\"",\""type\"":\""filebeat\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":21836,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""192.168.100.223 - [17/Sep/2021:12:08:32 +0800] 'POST work.pscsoft.com/api/icon/syslist'0.023 200 590 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '{}'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T12:35:53.573+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""version\"":\""7.4.0\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":4677,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""192.168.100.223 - [17/Sep/2021:12:08:15 +0800] 'GET work.pscsoft.com/api/workorder/count/3'0.139 200 74 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T12:35:53.521+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""version\"":\""7.4.0\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":16199,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""192.168.100.223 - [17/Sep/2021:12:08:26 +0800] 'POST work.pscsoft.com/api/icon/syslist'0.011 200 590 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '{}'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T12:35:53.397+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""version\"":\""7.4.0\"",\""type\"":\""filebeat\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":12062,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""192.168.100.223 - [17/Sep/2021:12:08:23 +0800] 'POST work.pscsoft.com/api/icon/syslist'0.030 200 590 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '{}'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
"
2021-09-17T12:35:53.334+08:00,"{""_raw"":""{\""input\"":{\""type\"":\""log\""},\""agent\"":{\""version\"":\""7.4.0\"",\""type\"":\""filebeat\"",\""ephemeral_id\"":\""a532f69e-e3a3-40fc-865a-efb2c6ca8def\"",\""id\"":\""99a730fc-4f81-4ee8-bb5e-264179d6fcad\"",\""hostname\"":\""bigops\""},\""ecs\"":{\""version\"":\""1.1.0\""},\""log\"":{\""offset\"":12317,\""file\"":{\""path\"":\""/opt/bigops/logs/work.access.2021-09-17.log\""}},\""host\"":{\""name\"":\""bigops\""},\""message\"":\""192.168.100.223 - [17/Sep/2021:12:08:23 +0800] 'GET work.pscsoft.com/api/common/bigserver/status'0.054 200 80 'http://work.pscsoft.com/' 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.63 Safari/537.36' '-'  '-'\"",\""tags\"":[\""beats_input_codec_plain_applied\""]}"",""datatype"":""nginx_access""}
